"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.405143086E2,2.119064331E-3,-6.667912483E0,-1.727819562E0
1.405193086E2,-1.235250235E-1,-7.049094200E0,-1.887826204E0
1.405243086E2,-3.792900443E-1,-7.424579620E0,-2.017698050E0
1.405293086E2,-7.056179047E-1,-7.813023090E0,-2.075621843E0
1.405343086E2,-9.964264631E-1,-8.189573288E0,-2.001263857E0
1.405393086E2,-1.223871946E0,-8.512729645E0,-1.804970145E0
1.405443086E2,-1.436212540E0,-8.823058128E0,-1.600373983E0
1.405493086E2,-1.609646082E0,-9.113356590E0,-1.366163492E0
1.405543086E2,-1.762157202E0,-9.329887390E0,-1.054046035E0
1.405593086E2,-1.893163085E0,-9.411737442E0,-6.966894865E-1
1.405643086E2,-2.010233402E0,-9.495517731E0,-4.640018940E-1
1.405693086E2,-2.067143679E0,-9.493195534E0,2.268719673E-2
1.405743086E2,-2.103111982E0,-9.544057846E0,1.849555969E-1
1.405793086E2,-2.048974514E0,-9.519181252E0,1.664772034E-1
1.405843086E2,-1.997132063E0,-9.454224586E0,1.956462860E-2
1.405893086E2,-1.945354700E0,-9.378911018E0,-2.366950512E-1
1.405943086E2,-1.932026148E0,-9.329854965E0,-5.456176996E-1
1.405993086E2,-2.107889652E0,-9.302372932E0,-7.964951992E-1
1.406043086E2,-2.460466862E0,-9.371482849E0,-8.978170156E-1
1.406093086E2,-2.556828499E0,-9.471502304E0,-8.142411709E-1
1.406143086E2,-2.336551189E0,-9.486158371E0,-7.215063572E-1
1.406193086E2,-1.973434448E0,-9.382935524E0,-7.744934559E-1
1.406243086E2,-1.666887522E0,-9.275338173E0,-8.838042021E-1
1.406293086E2,-1.542918205E0,-9.223804474E0,-9.669277668E-1
1.406343086E2,-1.414395094E0,-9.170041084E0,-9.791028500E-1
1.406393086E2,-1.094917417E0,-8.860095978E0,-8.427236080E-1
1.406443086E2,-7.761791348E-1,-8.343337059E0,-6.192663908E-1
1.406493086E2,-4.561041594E-1,-7.454528809E0,-4.716470242E-1
1.406543086E2,-2.528132796E-1,-6.175323486E0,-3.722018003E-1
1.406593086E2,2.351741791E-1,-4.596405983E0,-3.282970190E-1
1.406643086E2,1.124518633E0,-2.709045410E0,-5.349538326E-1
1.406693086E2,2.155848980E0,-3.617019653E-1,-1.147143960E0
1.406743086E2,3.236207008E0,2.140862465E0,-1.747579217E0
1.406793086E2,3.909079790E0,4.376519203E0,-1.629341125E0
1.406843086E2,3.787521839E0,6.378833771E0,-5.385017395E-1
1.406893086E2,3.145811558E0,7.989149094E0,1.169685125E0
1.406943086E2,2.601525307E0,9.141777039E0,3.110930681E0
1.406993086E2,2.022859812E0,1.004463291E1,5.379814148E0
1.407043086E2,1.568823934E0,1.178188705E1,8.249387741E0
1.407093086E2,1.899032354E0,1.483224773E1,1.103894997E1
1.407143086E2,1.425829411E0,1.757841682E1,1.223698235E1
1.407193086E2,4.554631710E-1,1.843509674E1,1.180308342E1
1.407243086E2,-6.162128448E-1,1.695097351E1,1.037870693E1
1.407293086E2,-1.403057456E0,1.437465096E1,8.576780319E0
1.407343086E2,-1.504826069E0,1.196785259E1,5.873146534E0
1.407393086E2,-1.254690528E0,1.023691273E1,2.958281755E0
1.407443086E2,-5.123239160E-1,9.409066200E0,9.239175320E-1
1.407493086E2,8.916817307E-1,9.442802429E0,-4.418945312E-2
1.407543086E2,2.232090235E0,9.380187988E0,2.448415756E-2
1.407593086E2,3.024156570E0,9.185049057E0,9.069004059E-1
1.407643086E2,3.383368492E0,8.900659561E0,2.031906128E0
1.407693086E2,3.628700256E0,8.457294464E0,2.852547407E0
1.407743086E2,3.746644974E0,7.875410080E0,3.157593012E0
1.407793086E2,3.673639059E0,7.360720634E0,2.906958818E0
1.407843086E2,3.369699001E0,6.751898766E0,2.390521765E0
1.407893086E2,2.956482172E0,6.072348595E0,1.813833952E0
1.407943086E2,2.538778782E0,5.486531258E0,1.201694012E0
1.407993086E2,2.139207125E0,4.880946159E0,8.502240181E-1
1.408043086E2,1.671103239E0,4.291596413E0,7.483479977E-1
1.408093086E2,1.130652428E0,3.748415947E0,6.734411716E-1
1.408143086E2,6.438651085E-1,3.299558640E0,4.895906448E-1
1.408193086E2,2.690127492E-1,2.898114204E0,1.552917957E-1
1.408243086E2,1.281181574E-1,2.429617882E0,-5.481791496E-2
1.408293086E2,1.404451132E-1,1.903962135E0,-1.068062782E-1
1.408343086E2,1.813988090E-1,1.360204697E0,-1.952781677E-1
1.408393086E2,1.848649383E-1,7.441816330E-1,-2.741942406E-1
1.408443086E2,7.407051325E-2,2.171039581E-2,-3.565020561E-1
1.408493086E2,-1.096227765E-1,-7.364292145E-1,-5.177836418E-1
1.408543086E2,-3.138949275E-1,-1.493483543E0,-6.846139431E-1
1.408593086E2,-4.593874216E-1,-2.270486832E0,-8.492914438E-1
1.408643086E2,-4.810279012E-1,-2.959464073E0,-1.155732512E0
1.408693086E2,-4.151011109E-1,-3.601193905E0,-1.444285035E0
1.408743086E2,-3.734806180E-1,-4.203717232E0,-1.595650077E0
1.408793086E2,-3.345957994E-1,-4.736965179E0,-1.690140367E0
1.408843086E2,-3.659728169E-1,-5.195365429E0,-1.774290800E0
1.408893086E2,-4.072495699E-1,-5.608528137E0,-1.829921842E0
1.408943086E2,-4.560666084E-1,-6.001515388E0,-1.863742590E0
1.408993086E2,-4.510030150E-1,-6.267331123E0,-1.827935457E0
1.409043086E2,-4.516381025E-1,-6.628841400E0,-1.817858458E0
1.409093086E2,-4.690610170E-1,-6.982274055E0,-1.843083858E0
1.409143086E2,-5.747127533E-1,-7.442221642E0,-1.883724093E0
1.409193086E2,-7.579985261E-1,-7.849957943E0,-1.978998184E0
1.409243086E2,-1.037565351E0,-8.276015282E0,-2.042731762E0
1.409293086E2,-1.264870644E0,-8.534782410E0,-2.152452946E0
1.409343086E2,-1.467274427E0,-8.784013748E0,-2.146154642E0
1.409393086E2,-1.642097354E0,-9.028517723E0,-2.248187304E0
1.409443086E2,-1.850589514E0,-9.257763863E0,-2.306899071E0
1.409493086E2,-2.108334541E0,-9.503536224E0,-2.311345577E0
1.409543086E2,-2.376562357E0,-9.685070992E0,-2.381361961E0
1.409593086E2,-2.571654797E0,-9.851127625E0,-2.539759159E0
1.409643086E2,-2.714856148E0,-9.975027084E0,-2.606572628E0
1.409693086E2,-2.883659840E0,-1.014462185E1,-2.555915117E0
1.409743086E2,-3.052945852E0,-1.031746864E1,-2.580809355E0
1.409793086E2,-3.123146534E0,-1.043759632E1,-2.691450834E0
1.409843086E2,-3.083720922E0,-1.043716049E1,-2.830050707E0
1.409893086E2,-3.009091377E0,-1.032734203E1,-2.932419062E0
1.409943086E2,-2.923741579E0,-1.011467361E1,-3.008773327E0
1.409993086E2,-2.848143816E0,-9.850116730E0,-3.010207653E0
1.410043086E2,-2.803393841E0,-9.615090370E0,-2.918449163E0
1.410093086E2,-2.717330217E0,-9.350168228E0,-2.821362734E0
1.410143086E2,-2.577361107E0,-8.947595596E0,-2.842422485E0
1.410193086E2,-2.423533440E0,-8.329641342E0,-2.873751640E0
1.410243086E2,-2.257526875E0,-7.467135429E0,-2.886448383E0
1.410293086E2,-1.977401614E0,-6.342528343E0,-2.892794132E0
1.410343086E2,-1.415521979E0,-4.852990150E0,-2.994046450E0
1.410393086E2,-3.843523860E-1,-2.919248581E0,-3.317211151E0
1.410443086E2,1.121877789E0,-4.803218842E-1,-3.669461727E0
1.410493086E2,2.638949633E0,2.330124855E0,-3.880298138E0
1.410543086E2,3.640096664E0,5.064187050E0,-3.568962336E0
1.410593086E2,3.599877834E0,7.250900269E0,-2.606081247E0
1.410643086E2,2.410622835E0,8.804294586E0,-1.167788386E0
1.410693086E2,6.187405586E-1,9.829248428E0,3.686289787E-1
1.410743086E2,-1.045594931E0,1.079367542E1,1.687413692E0
1.410793086E2,-2.080813646E0,1.197530842E1,3.721692562E0
1.410843086E2,-2.916151047E0,1.387673855E1,4.815677643E0
1.410893086E2,-4.033371925E0,1.550701714E1,4.217783928E0
1.410943086E2,-4.702280521E0,1.687350464E1,4.831487656E0
1.410993086E2,-4.709386349E0,1.653044891E1,6.825081348E0
1.411043086E2,-3.872087479E0,1.559477329E1,7.425674915E0
1.411093086E2,-2.683765888E0,1.491116333E1,5.600461960E0
1.411143086E2,-1.562199712E0,1.392221451E1,3.022298574E0
1.411193086E2,-4.270693660E-1,1.294923306E1,7.064180374E-1
1.411243086E2,1.481558979E-1,1.180280876E1,-6.486349106E-1
1.411293086E2,2.444561720E-1,1.068841648E1,-1.147238255E0
1.411343086E2,1.123647988E-1,9.701557159E0,-9.628607035E-1
1.411393086E2,2.817696333E-2,8.901395798E0,-2.332448959E-1
1.411443086E2,3.133653998E-1,8.230054855E0,5.181839466E-1
1.411493086E2,1.002807379E0,7.852896690E0,1.031969547E0
1.411543086E2,1.742871642E0,7.951257706E0,1.308818817E0
1.411593086E2,2.097503185E0,7.957930565E0,1.270690441E0
1.411643086E2,2.011608601E0,7.656726837E0,9.352221489E-1
1.411693086E2,1.662022829E0,7.162555695E0,5.592048168E-1
1.411743086E2,1.298157215E0,6.658850670E0,1.842668056E-1
1.411793086E2,9.357889891E-1,6.152693748E0,-8.952450752E-2
1.411843086E2,5.713965893E-1,5.626420975E0,-3.286280632E-1
1.411893086E2,2.834955454E-1,5.172843933E0,-4.103298187E-1
1.411943086E2,1.968522668E-1,4.673302650E0,-2.973682880E-1
1.411993086E2,2.237955332E-1,4.032654762E0,-2.143359184E-2
1.412043086E2,3.723050356E-1,3.612705231E0,3.629524708E-1
1.412093086E2,5.220354199E-1,3.152851105E0,7.472455502E-1
1.412143086E2,7.314352393E-1,2.650635719E0,1.044809818E0
1.412193086E2,9.535936713E-1,2.019165993E0,1.264187098E0
1.412243086E2,1.132262945E0,1.342526436E0,1.399849892E0
1.412293086E2,1.197350979E0,6.049146652E-1,1.518992186E0
1.412343086E2,1.118355513E0,-1.326351166E-1,1.588779926E0
1.412393086E2,9.422314763E-1,-8.726253510E-1,1.532148361E0
1.412443086E2,7.633277774E-1,-1.579784393E0,1.440682411E0
1.412493086E2,5.865424871E-1,-2.248683929E0,1.282024145E0
1.412543086E2,4.640185237E-1,-2.850572109E0,9.964816570E-1
1.412593086E2,3.830834627E-1,-3.406307220E0,6.987500191E-1
1.412643086E2,3.445837498E-1,-3.980322838E0,3.254456520E-1
1.412693086E2,2.612713575E-1,-4.530012608E0,-1.006312370E-1
1.412743086E2,1.646203399E-1,-5.070535660E0,-5.742466450E-1
1.412793086E2,8.376288414E-2,-5.558518410E0,-1.034209967E0
1.412843086E2,-2.863317728E-2,-5.988185406E0,-1.387167573E0
1.412893086E2,-1.460698247E-1,-6.386893272E0,-1.580608606E0
1.412943086E2,-2.221451998E-1,-6.767773628E0,-1.640493631E0
1.412993086E2,-2.928943634E-1,-7.127445698E0,-1.593365669E0
1.413043086E2,-4.101269245E-1,-7.516287327E0,-1.531048059E0
1.413093086E2,-6.086397767E-1,-7.909364223E0,-1.480825663E0
1.413143086E2,-8.174144030E-1,-8.298260689E0,-1.351266026E0
1.413193086E2,-1.042492986E0,-8.681237221E0,-1.167622209E0
1.413243086E2,-1.217636704E0,-9.054643631E0,-9.446458817E-1
1.413293086E2,-1.275041580E0,-9.389093399E0,-7.645885944E-1
1.413343086E2,-1.336872339E0,-9.642692566E0,-6.393805742E-1
1.413393086E2,-1.446353078E0,-9.817380905E0,-5.469814539E-1
1.413443086E2,-1.554673314E0,-9.918531418E0,-4.511475563E-1
1.413493086E2,-1.632447243E0,-1.008139038E1,-3.654448986E-1
1.413543086E2,-1.731526375E0,-1.016786385E1,-3.920481205E-1
1.413593086E2,-1.881272554E0,-1.026183224E1,-5.062056780E-1
1.413643086E2,-2.025442362E0,-1.035882950E1,-5.671292543E-1
1.413693086E2,-2.157899857E0,-1.045433140E1,-5.923607349E-1
1.413743086E2,-2.303894997E0,-1.054604721E1,-7.115345001E-1
1.413793086E2,-2.301962852E0,-1.063557053E1,-8.495872021E-1
1.413843086E2,-2.151279926E0,-1.064031696E1,-1.003987074E0
1.413893086E2,-1.913355350E0,-1.059089661E1,-1.150501013E0
1.413943086E2,-1.653110504E0,-1.053940010E1,-1.360049248E0
1.413993086E2,-1.401999474E0,-1.041439533E1,-1.622336745E0
1.414043086E2,-1.138166904E0,-1.021138954E1,-1.823224068E0
1.414093086E2,-9.469365478E-1,-9.980865479E0,-1.779746056E0
1.414143086E2,-9.208292961E-1,-9.461919785E0,-1.498197079E0
1.414193086E2,-9.206612706E-1,-8.566908836E0,-1.245090961E0
1.414243086E2,-6.952289939E-1,-7.120837212E0,-1.226615787E0
1.414293086E2,3.397185802E-1,-5.062425613E0,-1.301625490E0
1.414343086E2,2.214198351E0,-2.455046177E0,-1.724156618E0
1.414393086E2,4.596844196E0,4.560298920E-1,-2.364404440E0
1.414443086E2,6.265685558E0,3.214122772E0,-2.826970577E0
1.414493086E2,5.619180679E0,4.699090004E0,-2.462213993E0
1.414543086E2,3.227401018E0,4.835194588E0,-1.420644045E0
1.414593086E2,1.116923094E0,4.717427254E0,2.430796623E-2
1.414643086E2,4.446695447E-1,5.685158730E0,1.805366278E0
1.414693086E2,4.853507876E-1,7.487221718E0,3.918177605E0
1.414743086E2,9.382426739E-2,9.039212227E0,6.124535561E0
1.414793086E2,-1.347138286E-1,1.088501358E1,9.202372551E0
1.414843086E2,8.642237186E-1,1.367084312E1,1.265334511E1
1.414893086E2,1.935731649E0,1.654582214E1,1.481265545E1
1.414943086E2,1.563438416E0,1.810886192E1,1.495883083E1
1.414993086E2,-7.184520960E-1,1.672396469E1,1.378777027E1
1.415043086E2,-2.451390266E0,1.453476906E1,1.157206249E1
1.415093086E2,-2.414274931E0,1.314172268E1,8.893125534E0
1.415143086E2,-1.398605108E0,1.203879547E1,5.960769653E0
1.415193086E2,1.150999665E-1,1.105388165E1,3.219275713E0
1.415243086E2,1.448482990E0,1.028086090E1,1.176201105E0
1.415293086E2,2.327147245E0,9.738155365E0,3.110265732E-2
1.415343086E2,2.557056904E0,9.012485504E0,-1.191558838E-1
1.415393086E2,2.333798647E0,8.183955193E0,5.400180817E-1
1.415443086E2,2.051053762E0,7.635964394E0,1.596426010E0
1.415493086E2,1.837220073E0,7.167179108E0,2.437541246E0
1.415543086E2,1.682003140E0,6.724239349E0,2.783201933E0
1.415593086E2,1.690449476E0,6.344986916E0,2.714004993E0
1.415643086E2,1.888605118E0,6.013572693E0,2.455795527E0
1.415693086E2,2.050798178E0,5.554608345E0,2.126628399E0
1.415743086E2,2.089843750E0,5.011460304E0,1.799623251E0
1.415793086E2,1.849662542E0,4.383142471E0,1.579218864E0
1.415843086E2,1.305117130E0,3.713498116E0,1.413200140E0
1.415893086E2,7.906478643E-1,3.124033928E0,1.165537357E0
1.415943086E2,6.018146873E-1,2.630971909E0,8.103454113E-1
1.415993086E2,8.312022090E-1,2.166478157E0,4.026045799E-1
1.416043086E2,1.165859461E0,1.648029327E0,3.045201302E-2
1.416093086E2,1.174664259E0,9.355154037E-1,-1.529088020E-1
1.416143086E2,8.105581999E-1,4.789257050E-2,-3.064122200E-1
1.416193086E2,3.370047212E-1,-8.753080368E-1,-5.352442265E-1
1.416243086E2,-5.703818798E-2,-1.688598633E0,-7.704923153E-1
1.416293086E2,-3.116474748E-1,-2.302136898E0,-1.055246353E0
1.416343086E2,-4.482734203E-1,-2.923733234E0,-1.345992327E0
1.416393086E2,-4.376143217E-1,-3.386347771E0,-1.538556814E0
1.416443086E2,-4.480859041E-1,-3.857705116E0,-1.598097563E0
1.416493086E2,-5.264077187E-1,-4.301283836E0,-1.839853883E0
1.416543086E2,-6.121166945E-1,-4.791188240E0,-1.879676104E0
1.416593086E2,-7.485069633E-1,-5.274943829E0,-1.907323599E0
1.416643086E2,-8.551179767E-1,-5.654046059E0,-1.998551369E0
1.416693086E2,-8.864195347E-1,-5.957315445E0,-2.228858471E0
1.416743086E2,-9.167006016E-1,-6.157130241E0,-2.582212448E0
1.416793086E2,-9.625763893E-1,-6.349260807E0,-2.855462074E0
1.416843086E2,-9.900890589E-1,-6.527392387E0,-2.962575912E0
1.416893086E2,-1.047725797E0,-6.812818527E0,-2.858433008E0
1.416943086E2,-1.180754185E0,-7.205197334E0,-2.663873672E0
1.416993086E2,-1.359004259E0,-7.577923298E0,-2.569898844E0
1.417043086E2,-1.562781572E0,-7.905783653E0,-2.539480925E0
1.417093086E2,-1.831773043E0,-8.257932663E0,-2.436405659E0
1.417143086E2,-2.114822149E0,-8.625271797E0,-2.543609858E0
1.417193086E2,-2.335918665E0,-8.768725395E0,-2.810472488E0
1.417243086E2,-2.571004391E0,-8.954326630E0,-2.727913141E0
1.417293086E2,-2.760259867E0,-9.202521324E0,-2.560439348E0
1.417343086E2,-2.862871647E0,-9.423721313E0,-2.429837704E0
1.417393086E2,-2.920717239E0,-9.573359489E0,-2.397773981E0
1.417443086E2,-2.966932297E0,-9.735944748E0,-2.497547626E0
1.417493086E2,-3.017666340E0,-9.856484413E0,-2.638505220E0
1.417543086E2,-3.073183537E0,-9.934853554E0,-2.769284725E0
1.417593086E2,-3.165524244E0,-1.000506401E1,-2.873678684E0
1.417643086E2,-3.325980663E0,-1.015376663E1,-3.005815744E0
1.417693086E2,-3.531919956E0,-1.028411293E1,-3.189232588E0
1.417743086E2,-3.682668686E0,-1.031748009E1,-3.310309410E0
1.417793086E2,-3.736125469E0,-1.025395012E1,-3.431901932E0
1.417843086E2,-3.708372116E0,-1.008358288E1,-3.553640366E0
1.417893086E2,-3.617256641E0,-9.708747864E0,-3.568833828E0
1.417943086E2,-3.437942028E0,-9.191468239E0,-3.558855534E0
1.417993086E2,-3.047033310E0,-8.387098312E0,-3.611088276E0
1.418043086E2,-2.354951382E0,-7.154552460E0,-3.756809473E0
1.418093086E2,-1.393080950E0,-5.631060123E0,-3.706630707E0
1.418143086E2,1.073799133E-1,-3.678619862E0,-3.421711683E0
1.418193086E2,2.281233072E0,-1.261524677E0,-3.248567581E0
1.418243086E2,4.986728191E0,1.631400108E0,-3.248965979E0
1.418293086E2,7.015099525E0,4.500162125E0,-2.907343864E0
1.418343086E2,6.947121620E0,6.731930733E0,-1.868864536E0
1.418393086E2,4.658184528E0,8.039909363E0,-5.337524414E-1
1.418443086E2,1.426354766E0,8.611842155E0,9.796743393E-1
1.418493086E2,-1.208135962E0,9.457354546E0,2.447970152E0
1.418543086E2,-2.576814175E0,1.132728291E1,3.313047886E0
1.418593086E2,-3.805696487E0,1.329661179E1,2.641903162E0
1.418643086E2,-6.000164986E0,1.478968430E1,1.303419590E0
1.418693086E2,-7.835129738E0,1.628493500E1,3.111958027E0
1.418743086E2,-6.659732819E0,1.744268036E1,6.800615311E0
1.418793086E2,-3.669033527E0,1.804168320E1,7.611420631E0
1.418843086E2,-2.193030357E0,1.737005424E1,5.821520805E0
1.418893086E2,-1.414543748E0,1.571308804E1,3.605483532E0
1.418943086E2,-6.441368461E-1,1.345790958E1,2.253578663E0
1.418993086E2,2.557912469E-1,1.129474449E1,1.426521778E0
1.419043086E2,1.160767555E0,9.795352936E0,9.031469822E-1
1.419093086E2,2.091084242E0,8.802029610E0,7.266612053E-1
1.419143086E2,2.687956810E0,7.881149292E0,5.452740192E-1
1.419193086E2,2.687033892E0,7.114880562E0,3.889582157E-1
1.419243086E2,2.329322338E0,6.680537224E0,3.610084057E-1
1.419293086E2,1.951848745E0,6.655762672E0,4.911339283E-1
1.419343086E2,1.716694593E0,6.948141098E0,7.317399979E-1
1.419393086E2,1.557452202E0,7.400500298E0,9.145591259E-1
1.419443086E2,1.417362690E0,7.776107788E0,9.741418362E-1
1.419493086E2,1.276967287E0,7.880424500E0,8.419802189E-1
1.419543086E2,1.044568062E0,7.734688759E0,5.321824551E-1
1.419593086E2,6.869238615E-1,7.282184601E0,2.300245762E-1
1.419643086E2,3.964285254E-1,6.740021706E0,6.821990013E-2
1.419693086E2,2.355083823E-1,6.170004845E0,1.392703056E-1
1.419743086E2,2.112900615E-1,5.568073273E0,3.612923622E-1
1.419793086E2,2.812824249E-1,4.860983849E0,5.823202133E-1
1.419843086E2,3.737068176E-1,4.075726509E0,8.205153942E-1
1.419893086E2,4.927511215E-1,3.358889580E0,1.176824808E0
1.419943086E2,6.598818898E-1,2.710234642E0,1.516358376E0
1.419993086E2,1.008525610E0,2.112339020E0,1.709502935E0
1.420043086E2,1.269097328E0,1.435774803E0,1.885252714E0
1.420093086E2,1.321974635E0,6.693029404E-1,2.014594078E0
1.420143086E2,1.166772008E0,-1.453771591E-1,1.932698250E0
1.420193086E2,8.544989824E-1,-1.036952019E0,1.749198437E0
1.420243086E2,5.559521914E-1,-1.896156788E0,1.401920080E0
1.420293086E2,3.168610334E-1,-2.664258480E0,9.598331451E-1
1.420343086E2,1.478369236E-1,-3.403311729E0,5.023100376E-1
1.420393086E2,1.046994328E-1,-4.039912224E0,1.004083157E-1
1.420443086E2,1.290827394E-1,-4.614955902E0,-2.548091412E-1
1.420493086E2,2.198014259E-1,-5.122755527E0,-6.198756695E-1
1.420543086E2,3.774584532E-1,-5.500736237E0,-9.864196777E-1
1.420593086E2,5.186423063E-1,-5.903789043E0,-1.342685223E0
1.420643086E2,5.875251293E-1,-6.345455170E0,-1.715801477E0
1.420693086E2,5.194607973E-1,-6.845670700E0,-1.931319118E0
1.420743086E2,2.462677956E-1,-7.337759018E0,-1.997402668E0
1.420793086E2,-6.479084492E-2,-7.817327976E0,-2.030838251E0
1.420843086E2,-2.266943455E-1,-8.153355598E0,-1.986210704E0
1.420893086E2,-3.649101853E-1,-8.417253494E0,-1.815926313E0
1.420943086E2,-5.356701016E-1,-8.764992714E0,-1.558158517E0
1.420993086E2,-9.502239227E-1,-9.101657867E0,-1.276358485E0
1.421043086E2,-1.549688339E0,-9.438249588E0,-1.081829667E0
1.421093086E2,-2.117328882E0,-9.685924530E0,-7.010471821E-1
1.421143086E2,-2.501435757E0,-9.898726463E0,-1.881606579E-1
1.421193086E2,-2.702149868E0,-1.004005051E1,1.117322445E-1
1.421243086E2,-2.772363186E0,-1.010048962E1,1.473047733E-1
1.421293086E2,-2.660695553E0,-1.002412605E1,-9.077882767E-2
1.421343086E2,-2.395573616E0,-9.900090218E0,-4.822006226E-1
1.421393086E2,-2.090130806E0,-9.793315887E0,-7.666668892E-1
1.421443086E2,-1.901405931E0,-9.776455879E0,-9.977242947E-1
1.421493086E2,-1.715979338E0,-9.816772461E0,-1.185404181E0
1.421543086E2,-1.542636633E0,-9.883056641E0,-1.309222937E0
1.421593086E2,-1.387138128E0,-9.971843719E0,-1.368793249E0
1.421643086E2,-1.255738258E0,-1.010109615E1,-1.462758183E0
1.421693086E2,-1.135782838E0,-1.023550987E1,-1.547957659E0
1.421743086E2,-1.042567492E0,-1.030404854E1,-1.543012023E0
1.421793086E2,-1.008231878E0,-1.026151276E1,-1.532536268E0
1.421843086E2,-1.068249106E0,-1.018290615E1,-1.547548294E0
1.421893086E2,-1.220865250E0,-9.962152481E0,-1.413788080E0
1.421943086E2,-1.413699865E0,-9.357441902E0,-1.146557689E0
1.421993086E2,-1.331779242E0,-8.241374969E0,-9.871152639E-1
1.422043086E2,-8.614627123E-1,-6.696597099E0,-1.075754285E0
1.422093086E2,-1.844072342E-1,-4.912835121E0,-1.253713965E0
1.422143086E2,1.167073965E0,-2.923567772E0,-1.463782310E0
1.422193086E2,3.060177803E0,-6.671619415E-1,-1.266541600E0
1.422243086E2,4.359921455E0,1.515053749E0,-1.078192711E0
1.422293086E2,4.765866280E0,3.482813835E0,-7.495174408E-1
1.422343086E2,4.372283459E0,4.894988060E0,1.458413601E-1
1.422393086E2,3.646904707E0,5.888332367E0,1.598520756E0
1.422443086E2,2.755298138E0,6.795989037E0,3.576250792E0
1.422493086E2,8.471727371E-1,7.895309448E0,5.644396782E0
1.422543086E2,-7.872630358E-1,9.949725151E0,7.678185463E0
1.422593086E2,-9.483796954E-1,1.302285576E1,9.980834961E0
1.422643086E2,-8.105988503E-1,1.649482727E1,1.204688740E1
1.422693086E2,-1.652550340E0,1.888963127E1,1.282115746E1
1.422743086E2,-3.681037903E0,1.873593521E1,1.178410816E1
1.422793086E2,-5.225302696E0,1.708979797E1,1.040747738E1
1.422843086E2,-4.771968365E0,1.524987316E1,8.868625641E0
1.422893086E2,-3.002925873E0,1.362769413E1,6.250029564E0
1.422943086E2,-9.846772552E-1,1.251294804E1,2.963009596E0
1.422993086E2,1.036217809E0,1.182578373E1,5.571796894E-1
1.423043086E2,2.606043816E0,1.108160305E1,-2.364518642E-1
1.423093086E2,3.349244833E0,1.009758186E1,2.838926315E-1
1.423143086E2,3.336685181E0,8.869640350E0,1.476167679E0
1.423193086E2,3.076913357E0,7.689016342E0,2.577657700E0
1.423243086E2,2.823357821E0,6.865510941E0,3.260377645E0
1.423293086E2,2.667783737E0,6.454079628E0,3.492374182E0
1.423343086E2,2.595796585E0,6.214928627E0,3.286600828E0
1.423393086E2,2.618472099E0,6.022117615E0,2.847973585E0
1.423443086E2,2.475291729E0,5.698138237E0,2.355125427E0
1.423493086E2,2.185932636E0,5.283490181E0,1.945524216E0
1.423543086E2,1.967738628E0,4.943748474E0,1.629805565E0
1.423593086E2,1.882301807E0,4.585453987E0,1.374981642E0
1.423643086E2,1.814635754E0,4.085085869E0,1.192524910E0
1.423693086E2,1.691966534E0,3.458020210E0,1.071771145E0
1.423743086E2,1.517109871E0,2.776016235E0,9.582707882E-1
1.423793086E2,1.322914481E0,2.060657501E0,7.494628429E-1
1.423843086E2,1.115655661E0,1.326531410E0,4.882552624E-1
1.423893086E2,8.731356263E-1,5.620775223E-1,2.036340237E-1
1.423943086E2,6.122480631E-1,-2.018432617E-1,-2.202272415E-1
1.423993086E2,3.237880468E-1,-9.096202850E-1,-3.494355679E-1
1.424043086E2,1.121677160E-1,-1.577890396E0,-7.805500031E-1
1.424093086E2,-4.413598776E-2,-2.136364937E0,-1.179045200E0
1.424143086E2,-2.152681351E-1,-2.716262341E0,-1.451332092E0
1.424193086E2,-3.788785934E-1,-3.262079716E0,-1.626886964E0
1.424243086E2,-4.821543396E-1,-3.823832512E0,-1.746799588E0
1.424293086E2,-5.012184381E-1,-4.255804539E0,-1.856015086E0
1.424343086E2,-4.694660902E-1,-4.605247974E0,-1.986777544E0
1.424393086E2,-4.905102253E-1,-4.978678703E0,-2.077214241E0
1.424443086E2,-5.573931932E-1,-5.339144707E0,-2.155098677E0
1.424493086E2,-6.871865392E-1,-5.739241600E0,-2.273270845E0
1.424543086E2,-8.277032375E-1,-6.127295971E0,-2.422666073E0
1.424593086E2,-9.398790598E-1,-6.504801750E0,-2.530976534E0
1.424643086E2,-1.105380654E0,-6.878888130E0,-2.596159697E0
1.424693086E2,-1.289186120E0,-7.250181198E0,-2.632197857E0
1.424743086E2,-1.447853208E0,-7.628296852E0,-2.648842573E0
1.424793086E2,-1.583497167E0,-7.906402111E0,-2.746545792E0
1.424843086E2,-1.752444267E0,-8.140351295E0,-2.862338781E0
1.424893086E2,-1.977578282E0,-8.352328300E0,-2.985652685E0
1.424943086E2,-2.251224518E0,-8.543098450E0,-2.999538898E0
1.424993086E2,-2.577608109E0,-8.878984451E0,-2.939059258E0
1.425043086E2,-2.769038200E0,-9.051298141E0,-2.877273083E0
1.425093086E2,-2.900634289E0,-9.233378410E0,-2.695864916E0
1.425143086E2,-2.915465355E0,-9.364087105E0,-2.588312626E0
1.425193086E2,-2.914505482E0,-9.430292130E0,-2.607113600E0
1.425243086E2,-2.919165611E0,-9.491309166E0,-2.707838058E0
1.425293086E2,-2.912658215E0,-9.555124283E0,-2.799815416E0
